"sat","tothrs","hsize","hsrank","hsperc","colgpa","athlete","female","white","black"
1040,"78h",4.9200001,92,18.69919,2.1600001,FALSE,FALSE,TRUE,FALSE
870,"13h",1.86,86,46.236561,2.0699999,FALSE,TRUE,TRUE,FALSE
940,"19h",1.85,41,22.162161,NA,FALSE,FALSE,TRUE,FALSE
980,"47h",1.52,45,29.605261,2,TRUE,FALSE,FALSE,TRUE
1020,"103h",0.1,2,20,2.9100001,FALSE,TRUE,TRUE,FALSE
1180,"105h",6.3699999,255,40.031399,3,TRUE,FALSE,TRUE,FALSE
1100,"72h",0.12,2,16.66667,2.72,FALSE,FALSE,TRUE,FALSE
1030,"18h",2.52,27,10.71429,3.55,FALSE,FALSE,TRUE,FALSE
960,"16h",0.1,5,50,3.25,FALSE,TRUE,TRUE,FALSE
910,"15h",1.27,28,22.047251,2.8599999,FALSE,FALSE,TRUE,FALSE
1060,"42h",0.13,1,7.692307,2.04,FALSE,FALSE,TRUE,FALSE
880,"14h",0.029999999,1,33.333328,1.92,FALSE,TRUE,TRUE,FALSE
1010,"17h",0.28,2,7.1428571,3.5799999,FALSE,TRUE,TRUE,FALSE
700,"38h",0.31999999,22,68.75,2.3900001,TRUE,FALSE,TRUE,FALSE
930,"15h",3.72,67,18.01075,3.46,FALSE,TRUE,TRUE,FALSE
900,"18h",2.54,69,27.16535,3.1600001,FALSE,FALSE,TRUE,FALSE
1090,"29h",2.02,121,59.90099,1.03,FALSE,FALSE,TRUE,FALSE
1120,"79h",4.6999998,78,16.595751,3,FALSE,TRUE,FALSE,FALSE
960,"15h",4.4699998,320,71.588364,2.3299999,TRUE,FALSE,FALSE,TRUE
890,"37h",1.24,50,40.322578,2.45,TRUE,FALSE,TRUE,FALSE
1240,"47h",5.3699999,31,5.7728119,3.6500001,FALSE,FALSE,TRUE,FALSE
1090,"113h",3.6400001,50,13.73626,3.6099999,FALSE,TRUE,TRUE,FALSE
820,"47h",6.3400002,68,10.72555,3.25,FALSE,TRUE,TRUE,FALSE
940,"16h",3.4200001,53,15.49708,3.8099999,FALSE,FALSE,TRUE,FALSE
820,"40h",5.71,344,60.245178,2.25,TRUE,FALSE,FALSE,FALSE
970,"39h",5.6599998,83,14.66431,2.4100001,TRUE,FALSE,TRUE,FALSE
790,"17h",5.9699998,72,12.0603,2.8199999,TRUE,FALSE,TRUE,FALSE
1080,"13h",0.1,7,70,2.3,FALSE,TRUE,TRUE,FALSE
850,"48h",3.0999999,54,17.419359,3.27,FALSE,TRUE,TRUE,FALSE
850,"15h",0.73000002,5,6.8493152,2.6600001,TRUE,TRUE,TRUE,FALSE
820,"95h",1.3099999,98,74.809158,2.26,TRUE,FALSE,TRUE,FALSE
1120,"12h",4.8800001,20,4.098361,2.3299999,TRUE,FALSE,TRUE,FALSE
880,"43h",4.0700002,70,17.19902,2.3699999,TRUE,TRUE,TRUE,FALSE
1540,"85h",2.3,1,0.43478259,4,FALSE,FALSE,TRUE,FALSE
780,"86h",3.47,38,10.95101,3.8099999,FALSE,FALSE,TRUE,FALSE
1280,"55h",2.03,3,1.477833,3.8699999,FALSE,TRUE,TRUE,FALSE
1260,"13h",2.1700001,5,2.304147,4,FALSE,TRUE,TRUE,FALSE
830,"83h",2,84,42,1.95,TRUE,FALSE,FALSE,TRUE
980,"16h",0.92000002,28,30.43478,2.4300001,FALSE,FALSE,TRUE,FALSE
500,"14h",4.5700002,329,71.991249,1.21,TRUE,FALSE,TRUE,FALSE
1040,"15h",3.6099999,31,8.5872574,3,FALSE,FALSE,TRUE,FALSE
930,"12h",3.25,26,8,1.75,FALSE,TRUE,FALSE,FALSE
570,"79h",3.24,187,57.716049,1.73,TRUE,FALSE,FALSE,TRUE
820,"13h",3.03,147,48.514851,1.84,FALSE,TRUE,TRUE,FALSE
1310,"16h",4.6700001,122,26.124201,2.25,FALSE,FALSE,TRUE,FALSE
770,"15h",1,30,30,2.1300001,FALSE,TRUE,FALSE,FALSE
1180,"18h",4.8000002,48,10,3.77,FALSE,FALSE,TRUE,FALSE
1310,"53h",3.2,30,9.375,3.22,FALSE,FALSE,TRUE,FALSE
1150,"63h",3.02,64,21.192051,2.1700001,FALSE,FALSE,TRUE,FALSE
1130,"113h",1.66,33,19.87952,2.77,FALSE,FALSE,FALSE,FALSE
1110,"122h",2.04,9,4.4117651,3.3599999,FALSE,TRUE,TRUE,FALSE
1210,"16h",2.9300001,14,4.7781572,3.6199999,FALSE,FALSE,TRUE,FALSE
1090,"20h",1.87,6,3.2085559,3.7,FALSE,TRUE,TRUE,FALSE
1040,"54h",3.55,82,23.098591,2,FALSE,TRUE,TRUE,FALSE
1340,"81h",1.11,15,13.51351,3.6900001,FALSE,TRUE,TRUE,FALSE
900,"76h",0.86000001,16,18.60465,1.75,FALSE,FALSE,TRUE,FALSE
650,"52h",2.0599999,57,27.669901,2.1900001,TRUE,FALSE,TRUE,FALSE
1190,"77h",4.2399998,26,6.1320748,3.4000001,FALSE,TRUE,TRUE,FALSE
990,"16h",2.51,39,15.53785,1.4299999,FALSE,TRUE,TRUE,FALSE
1160,"50h",3.72,79,21.236561,2.78,FALSE,TRUE,TRUE,FALSE
1140,"71h",2.4100001,24,9.9585066,2.6099999,TRUE,FALSE,TRUE,FALSE
1180,"87h",4.6900001,36,7.6759062,3.0899999,TRUE,FALSE,TRUE,FALSE
1120,"49h",0.1,1,10,NA,FALSE,TRUE,TRUE,FALSE
1010,"15h",3.1900001,157,49.216301,1.9299999,FALSE,TRUE,TRUE,FALSE
1160,"113h",4.02,15,3.731343,2.8800001,FALSE,FALSE,TRUE,FALSE
1200,"16h",4.3200002,209,48.379631,3.3099999,FALSE,TRUE,TRUE,FALSE
720,"16h",4.3000002,230,53.488369,1.9299999,TRUE,TRUE,FALSE,FALSE
1190,"36h",2.6099999,97,37.164749,2.4100001,FALSE,FALSE,TRUE,FALSE
970,"14h",3.4100001,116,34.017601,2.9200001,FALSE,TRUE,TRUE,FALSE
1210,"17h",5.1100001,1,0.1956947,3.52,FALSE,TRUE,TRUE,FALSE
930,"49h",2,65,32.5,2.9300001,FALSE,FALSE,TRUE,FALSE
1000,"74h",2.3599999,75,31.779659,2.28,FALSE,FALSE,TRUE,FALSE
970,"42h",4.3299999,130,30.02309,1.95,FALSE,FALSE,TRUE,FALSE
960,"45h",0.1,3,30,3.02,TRUE,TRUE,TRUE,FALSE
980,"47h",0.1,4,40,3.25,FALSE,FALSE,TRUE,FALSE
960,"118h",2.26,96,42.477871,3.3199999,FALSE,FALSE,TRUE,FALSE
970,"79h",0.1,3,30,2.03,TRUE,FALSE,TRUE,FALSE
960,"79h",0.74000001,7,9.4594593,2.3399999,FALSE,TRUE,TRUE,FALSE
1160,"96h",2.1199999,19,8.9622641,3.4100001,FALSE,FALSE,TRUE,FALSE
1080,"80h",2.1199999,100,47.169811,2.5599999,FALSE,FALSE,TRUE,FALSE
990,"14h",3.05,3,0.98360658,4,FALSE,TRUE,TRUE,FALSE
1130,"18h",2.3499999,91,38.7234,1.33,FALSE,TRUE,TRUE,FALSE
1060,"12h",2.3499999,66,28.08511,2.25,FALSE,FALSE,TRUE,FALSE
1060,"15h",2.3499999,44,18.7234,2.5999999,FALSE,TRUE,TRUE,FALSE
1120,"73h",2.95,15,5.0847459,2.6300001,FALSE,FALSE,TRUE,FALSE
1030,"17h",2.78,59,21.223021,2.5799999,FALSE,FALSE,TRUE,FALSE
1070,"48h",3.1500001,99,31.42857,3.04,FALSE,FALSE,TRUE,FALSE
910,"13h",3.72,85,22.849461,2.76,FALSE,FALSE,TRUE,FALSE
1100,"108h",3.73,188,50.402149,1.95,FALSE,FALSE,TRUE,FALSE
1000,"106h",3.73,127,34.04826,2.9200001,FALSE,FALSE,TRUE,FALSE
1000,"17h",3.71,99,26.684641,3.4100001,FALSE,FALSE,TRUE,FALSE
970,"46h",4.0999999,113,27.56098,2.73,FALSE,TRUE,TRUE,FALSE
1070,"35h",6,62,10.33333,2.54,FALSE,FALSE,TRUE,FALSE
950,"15h",2.8499999,24,8.4210529,3.0599999,FALSE,FALSE,TRUE,FALSE
1140,"16h",2.1700001,34,15.6682,1.9299999,FALSE,TRUE,TRUE,FALSE
1060,"17h",1.5599999,27,17.30769,3.23,FALSE,FALSE,TRUE,FALSE
940,"50h",2.51,45,17.928289,2.54,TRUE,FALSE,TRUE,FALSE
960,"48h",1,39,39,2.22,FALSE,FALSE,TRUE,FALSE
890,"104h",2.0999999,38,18.09524,1.99,FALSE,FALSE,TRUE,FALSE
1120,"41h",3.28,152,46.341461,1.75,FALSE,TRUE,TRUE,FALSE
1150,"14h",0.1,4,40,3.1400001,FALSE,FALSE,TRUE,FALSE
1270,"107h",0.1,4,40,3.24,FALSE,FALSE,TRUE,FALSE
1100,"18h",0.1,4,40,2,FALSE,TRUE,TRUE,FALSE
1150,"14h",0.1,5,50,2.5,FALSE,FALSE,TRUE,FALSE
1090,"15h",1.5,79,52.666672,1.6,FALSE,FALSE,TRUE,FALSE
1220,"110h",0.1,5,50,3.05,FALSE,TRUE,TRUE,FALSE
1070,"102h",0.1,5,50,2.4100001,FALSE,FALSE,TRUE,FALSE
1030,"15h",1.36,4,2.9411759,2.73,FALSE,TRUE,TRUE,FALSE
980,"49h",3.2,17,5.3125,2.9300001,FALSE,FALSE,TRUE,FALSE
930,"44h",2.71,40,14.76015,2.5,FALSE,TRUE,TRUE,FALSE
1030,"43h",3.0799999,62,20.129869,2.6900001,FALSE,TRUE,TRUE,FALSE
1100,"71h",3.0599999,99,32.35294,2.6099999,TRUE,FALSE,TRUE,FALSE
1100,"18h",3.0999999,28,9.032258,2.9400001,FALSE,FALSE,TRUE,FALSE
1070,"50h",1.78,10,5.6179781,3.4400001,FALSE,FALSE,TRUE,FALSE
980,"16h",2.27,21,9.2511005,3.1199999,FALSE,FALSE,TRUE,FALSE
1000,"50h",1.78,23,12.92135,3.46,FALSE,TRUE,TRUE,FALSE
1190,"17h",1.78,40,22.47191,3.6400001,FALSE,TRUE,TRUE,FALSE
1060,"35h",2.6099999,76,29.118771,2.5699999,FALSE,FALSE,FALSE,FALSE
1240,"16h",2.9400001,41,13.94558,3.4300001,FALSE,TRUE,TRUE,FALSE
950,"115h",2.1199999,70,33.018871,2.24,FALSE,TRUE,TRUE,FALSE
1300,"42h",2.6099999,142,54.406132,2.78,FALSE,FALSE,TRUE,FALSE
860,"92h",2.74,110,40.145981,2.1300001,TRUE,FALSE,TRUE,FALSE
1010,"94h",2.5599999,74,28.90625,2.6900001,FALSE,FALSE,TRUE,FALSE
1180,"117h",2.5599999,94,36.71875,3.29,FALSE,TRUE,TRUE,FALSE
1040,"69h",0.1,4,40,2.3099999,FALSE,TRUE,TRUE,FALSE
1010,"16h",1.95,36,18.46154,2.3099999,FALSE,TRUE,TRUE,FALSE
1000,"17h",1.96,35,17.85714,1.88,FALSE,FALSE,TRUE,FALSE
1030,"17h",0.1,3,30,2.47,FALSE,FALSE,TRUE,FALSE
1100,"18h",2.3599999,22,9.3220339,2.6600001,FALSE,FALSE,TRUE,FALSE
1240,"92h",0.57999998,16,27.58621,2.77,FALSE,FALSE,TRUE,FALSE
1110,"45h",0.47999999,20,41.666672,3.77,TRUE,TRUE,TRUE,FALSE
1070,"14h",1.86,87,46.774189,1,FALSE,FALSE,TRUE,FALSE
1040,"47h",1.95,60,30.76923,2.02,FALSE,FALSE,TRUE,FALSE
1290,"93h",2.3099999,1,0.4329004,3.4300001,FALSE,TRUE,TRUE,FALSE
1010,"78h",2.3099999,36,15.58442,2.6900001,FALSE,FALSE,TRUE,FALSE
1080,"50h",0.50999999,8,15.68627,3.7,FALSE,FALSE,TRUE,FALSE
1120,"41h",3.4400001,8,2.3255811,3.6800001,FALSE,TRUE,TRUE,FALSE
1210,"49h",3.4400001,120,34.88372,1.97,FALSE,FALSE,TRUE,FALSE
990,"16h",4.0100002,94,23.441401,2.9300001,FALSE,TRUE,TRUE,FALSE
1130,"13h",1.1,64,58.18182,2.23,FALSE,FALSE,TRUE,FALSE
840,"16h",0.47999999,32,66.666656,2.1199999,TRUE,TRUE,TRUE,FALSE
1050,"45h",5.5,39,7.090909,3.6600001,FALSE,TRUE,TRUE,FALSE
1050,"15h",6.1999998,266,42.903221,1.8,TRUE,FALSE,TRUE,FALSE
1000,"50h",5.5,117,21.27273,2.48,FALSE,TRUE,TRUE,FALSE
1020,"81h",4.6300001,28,6.0475159,2.97,FALSE,TRUE,TRUE,FALSE
960,"48h",5.5,163,29.63636,1.7,FALSE,TRUE,FALSE,FALSE
890,"75h",7.6799998,451,58.723961,1.98,TRUE,TRUE,TRUE,FALSE
1320,"16h",8.54,3,0.35128811,4,FALSE,FALSE,TRUE,FALSE
1140,"32h",1.61,4,2.484472,3.3699999,FALSE,TRUE,TRUE,FALSE
1000,"106h",1.52,41,26.97368,1.84,FALSE,FALSE,TRUE,FALSE
1040,"40h",1.61,89,55.279499,2.1500001,FALSE,FALSE,TRUE,FALSE
850,"11h",1.79,153,85.474861,1.8099999,TRUE,FALSE,TRUE,FALSE
1050,"116h",6,21,3.5,3.5599999,FALSE,TRUE,TRUE,FALSE
1140,"14h",2.7,16,5.9259262,2.0699999,FALSE,FALSE,TRUE,FALSE
1120,"73h",4.6300001,42,9.0712748,2.23,FALSE,TRUE,TRUE,FALSE
1060,"126h",1.52,21,13.81579,3.1099999,FALSE,TRUE,TRUE,FALSE
1090,"18h",6.6100001,159,24.054461,2.72,FALSE,FALSE,TRUE,FALSE
1080,"70h",0.40000001,21,52.5,2.1099999,FALSE,FALSE,TRUE,FALSE
1070,"48h",5.1199999,70,13.67188,2.75,FALSE,TRUE,TRUE,FALSE
1130,"18h",5.8400002,100,17.123289,3.1600001,FALSE,FALSE,TRUE,FALSE
1410,"49h",3.6099999,19,5.2631578,3.6900001,FALSE,FALSE,TRUE,FALSE
1000,"11h",3.9300001,73,18.57506,2.45,FALSE,FALSE,TRUE,FALSE
1130,"44h",3.6099999,28,7.7562332,3.72,FALSE,FALSE,TRUE,FALSE
1130,"42h",3.6099999,60,16.620501,2.02,FALSE,TRUE,TRUE,FALSE
1120,"58h",3.53,29,8.2152977,3.1300001,FALSE,TRUE,TRUE,FALSE
1180,"17h",2.75,4,1.454545,2.76,FALSE,FALSE,TRUE,FALSE
1020,"78h",5.8000002,22,3.793103,2.8699999,FALSE,TRUE,TRUE,FALSE
810,"16h",6.4699998,69,10.66461,2.4300001,FALSE,TRUE,TRUE,FALSE
940,"15h",2.3399999,14,5.9829059,3.0599999,FALSE,TRUE,TRUE,FALSE
880,"16h",3.21,51,15.88785,2.75,FALSE,TRUE,TRUE,FALSE
910,"52h",3.8599999,190,49.222801,2.46,TRUE,FALSE,FALSE,TRUE
1490,"106h",4,1,0.25,4,FALSE,TRUE,TRUE,FALSE
1040,"54h",4.3499999,35,8.0459766,3.01,FALSE,FALSE,TRUE,FALSE
1220,"55h",4.3499999,93,21.379311,3.3,FALSE,FALSE,TRUE,FALSE
1140,"47h",1.59,4,2.515723,3.4200001,FALSE,TRUE,TRUE,FALSE
1170,"16h",5.6100001,89,15.86453,3.4300001,FALSE,FALSE,TRUE,FALSE
910,"15h",5.6300001,328,58.259331,0.60000002,TRUE,FALSE,TRUE,FALSE
1290,"45h",5.21,19,3.6468329,3.71,FALSE,FALSE,TRUE,FALSE
1340,"78h",4.9899998,4,0.8016032,3.3800001,FALSE,FALSE,TRUE,FALSE
1110,"127h",3.4400001,99,28.77907,2.6199999,FALSE,FALSE,TRUE,FALSE
1040,"81h",3.2,20,6.25,3.49,FALSE,FALSE,TRUE,FALSE
1070,"13h",0.37,11,29.729731,2.53,FALSE,FALSE,TRUE,FALSE
1200,"18h",3.25,7,2.153846,3.77,FALSE,FALSE,TRUE,FALSE
950,"90h",3.4000001,46,13.52941,2.6500001,FALSE,FALSE,TRUE,FALSE
1110,"46h",0.039999999,2,50,2.6700001,TRUE,TRUE,TRUE,FALSE
970,"40h",4.54,140,30.837,2.3499999,FALSE,FALSE,TRUE,FALSE
1090,"83h",3.6400001,33,9.0659342,2.6700001,FALSE,TRUE,TRUE,FALSE
960,"35h",3.71,110,29.649599,2.05,FALSE,TRUE,TRUE,FALSE
980,"41h",0.1,6,60,2.3099999,FALSE,TRUE,TRUE,FALSE
1070,"14h",3.6199999,61,16.85083,2.9200001,FALSE,FALSE,TRUE,FALSE
1040,"17h",1.27,7,5.5118108,2.9400001,FALSE,FALSE,TRUE,FALSE
1170,"73h",4.6999998,127,27.02128,3.28,TRUE,FALSE,TRUE,FALSE
1010,"18h",4.6700001,116,24.839399,2.72,FALSE,FALSE,TRUE,FALSE
1110,"15h",3.96,46,11.61616,2.9300001,FALSE,TRUE,TRUE,FALSE
890,"15h",3.96,100,25.252529,2.2,FALSE,TRUE,TRUE,FALSE
950,"97h",6.5,75,11.53846,2.4200001,FALSE,FALSE,TRUE,FALSE
780,"14h",6.54,81,12.38532,2.8499999,TRUE,TRUE,FALSE,FALSE
1230,"97h",3.3900001,13,3.8348081,2.1600001,FALSE,TRUE,TRUE,FALSE
1160,"18h",1.9400001,4,2.061856,3.55,FALSE,TRUE,TRUE,FALSE
1020,"41h",2.52,56,22.222219,2.46,FALSE,TRUE,TRUE,FALSE
1200,"84h",0.1,3,30,2.26,FALSE,FALSE,TRUE,FALSE
1230,"46h",2.6800001,6,2.238806,3.47,FALSE,FALSE,TRUE,FALSE
1110,"129h",0.1,4,40,2.2,FALSE,TRUE,TRUE,FALSE
1250,"38h",1.15,11,9.565217,2.3399999,FALSE,FALSE,TRUE,FALSE
980,"32h",1.15,55,47.826092,2.1800001,FALSE,FALSE,TRUE,FALSE
1100,"80h",0.94,44,46.80851,3.0999999,FALSE,FALSE,TRUE,FALSE
880,"38h",2.54,116,45.669289,2,FALSE,FALSE,TRUE,FALSE
1050,"57h",3.1600001,8,2.531646,2.9400001,FALSE,FALSE,TRUE,FALSE
910,"117h",5,122,24.4,3.03,FALSE,TRUE,TRUE,FALSE
1140,"46h",5.9400001,47,7.9124579,3.3199999,FALSE,TRUE,TRUE,FALSE
990,"83h",5.6599998,8,1.4134279,3.1400001,FALSE,FALSE,TRUE,FALSE
1130,"42h",5.9400001,209,35.185181,2.76,FALSE,FALSE,TRUE,FALSE
1010,"17h",6.8000002,252,37.058819,1.29,FALSE,TRUE,TRUE,FALSE
1030,"108h",5.4400001,52,9.5588236,3.1099999,FALSE,TRUE,TRUE,FALSE
1070,"50h",4.5999999,8,1.73913,2.1199999,FALSE,TRUE,TRUE,FALSE
900,"29h",3.1099999,17,5.466238,2.72,FALSE,TRUE,TRUE,FALSE
1030,"125h",4.4899998,33,7.3496661,2.8199999,FALSE,FALSE,TRUE,FALSE
940,"45h",2.1199999,7,3.301887,3.1099999,FALSE,TRUE,TRUE,FALSE
1020,"13h",4.4000001,61,13.86364,2.46,FALSE,FALSE,TRUE,FALSE
980,"76h",2.1300001,10,4.6948361,3.01,FALSE,TRUE,TRUE,FALSE
1060,"16h",3.9300001,47,11.95929,3.1800001,FALSE,FALSE,TRUE,FALSE
1160,"80h",4.0300002,20,4.962779,3.5,FALSE,FALSE,TRUE,FALSE
1210,"17h",4.3499999,25,5.7471271,2.7,FALSE,FALSE,TRUE,FALSE
1050,"43h",2.5,32,12.8,2.76,FALSE,TRUE,TRUE,FALSE
1160,"17h",4.9400001,94,19.028339,2.8800001,FALSE,FALSE,TRUE,FALSE
850,"83h",1.73,26,15.0289,3.6099999,FALSE,TRUE,TRUE,FALSE
950,"46h",0.61000001,16,26.229509,2.71,FALSE,TRUE,TRUE,FALSE
940,"16h",4.2800002,47,10.98131,2.4300001,FALSE,TRUE,TRUE,FALSE
1040,"81h",4.0100002,42,10.47382,3.2,FALSE,TRUE,TRUE,FALSE
1090,"114h",3.9400001,24,6.0913711,3.02,FALSE,FALSE,TRUE,FALSE
1210,"52h",4.48,6,1.339286,4,FALSE,FALSE,TRUE,FALSE
1100,"50h",1.24,1,0.80645162,3.2,FALSE,TRUE,TRUE,FALSE
1180,"81h",3.21,167,52.024921,1.8200001,TRUE,FALSE,TRUE,FALSE
750,"41h",6.1500001,76,12.35772,1.41,FALSE,FALSE,FALSE,FALSE
1280,"80h",6.8600001,44,6.4139938,3.76,FALSE,FALSE,TRUE,FALSE
940,"16h",0.1,6,60,2.6199999,FALSE,FALSE,TRUE,FALSE
1010,"15h",0.79000002,12,15.18987,1.9299999,FALSE,TRUE,TRUE,FALSE
990,"108h",1.74,71,40.8046,2.6900001,FALSE,TRUE,TRUE,FALSE
990,"16h",3.6099999,86,23.82271,1.5,FALSE,FALSE,TRUE,FALSE
1010,"90h",2.74,21,7.6642342,3.1600001,FALSE,TRUE,TRUE,FALSE
1130,"78h",2.1500001,20,9.3023252,3.1099999,FALSE,TRUE,TRUE,FALSE
970,"47h",2.1300001,15,7.042253,3.29,FALSE,TRUE,TRUE,FALSE
1050,"18h",3.72,18,4.8387098,2.9400001,FALSE,TRUE,TRUE,FALSE
1080,"113h",0.60000002,12,20,3.3099999,FALSE,FALSE,TRUE,FALSE
1050,"16h",4.25,55,12.94118,2.9300001,FALSE,FALSE,TRUE,FALSE
1000,"50h",3.8,4,1.052632,3.28,FALSE,TRUE,TRUE,FALSE
1270,"13h",6.6300001,20,3.0165911,3.46,FALSE,FALSE,TRUE,FALSE
1160,"18h",0.37,17,45.94595,2.27,FALSE,FALSE,TRUE,FALSE
930,"10h",3.5999999,123,34.166672,1.5,FALSE,TRUE,TRUE,FALSE
1010,"80h",4,57,14.25,2.3099999,FALSE,FALSE,TRUE,FALSE
1010,"16h",3.5999999,9,2.5,3.6199999,FALSE,TRUE,TRUE,FALSE
990,"52h",4,5,1.25,2.6900001,FALSE,TRUE,TRUE,FALSE
540,"92h",5.77,402,69.670708,1.91,TRUE,FALSE,FALSE,TRUE
1050,"45h",4.96,104,20.967739,2.53,FALSE,FALSE,TRUE,FALSE
1150,"82h",4.5799999,10,2.1834061,3.6199999,FALSE,TRUE,TRUE,FALSE
1050,"81h",4.1199999,21,5.0970869,2.9000001,FALSE,FALSE,TRUE,FALSE
990,"15h",1.09,23,21.10092,3.1300001,FALSE,TRUE,TRUE,FALSE
1050,"16h",4.8800001,56,11.47541,2.8699999,FALSE,FALSE,TRUE,FALSE
1170,"15h",3.9300001,84,21.37405,2.26,FALSE,FALSE,TRUE,FALSE
930,"43h",6.04,27,4.4701991,3.48,TRUE,TRUE,TRUE,FALSE
1000,"18h",4.4699998,80,17.897091,2.4400001,FALSE,FALSE,TRUE,FALSE
1020,"17h",3.3,12,3.636364,3.1700001,FALSE,TRUE,TRUE,FALSE
1160,"87h",3.5,10,2.8571429,3.0799999,FALSE,TRUE,TRUE,FALSE
1130,"18h",4.6700001,6,1.284797,3.3800001,FALSE,TRUE,TRUE,FALSE
900,"80h",3.5999999,7,1.9444439,3.0599999,FALSE,TRUE,TRUE,FALSE
870,"78h",3.5999999,11,3.0555561,2.75,FALSE,TRUE,TRUE,FALSE
970,"114h",1.11,14,12.61261,3.0599999,FALSE,FALSE,FALSE,FALSE
1090,"63h",1.28,30,23.4375,2.5999999,FALSE,FALSE,TRUE,FALSE
1040,"39h",5.4000001,36,6.666667,3.1700001,FALSE,TRUE,TRUE,FALSE
1070,"17h",6.0100002,84,13.97671,3.1700001,FALSE,FALSE,TRUE,FALSE
810,"44h",5.1999998,214,41.153851,2.3599999,TRUE,FALSE,TRUE,FALSE
1200,"14h",6.3099999,43,6.81458,3.21,FALSE,FALSE,TRUE,FALSE
1020,"81h",5.0500002,17,3.3663371,3.5899999,FALSE,TRUE,TRUE,FALSE
1230,"110h",4.4000001,45,10.22727,2.8399999,FALSE,TRUE,TRUE,FALSE
1040,"111h",7.5,220,29.33333,2.98,FALSE,TRUE,TRUE,FALSE
830,"11h",7.3099999,271,37.072498,1.9,FALSE,TRUE,TRUE,FALSE
1230,"79h",2.5,3,1.2,3.6500001,FALSE,FALSE,TRUE,FALSE
1050,"13h",0.82999998,13,15.66265,4,FALSE,TRUE,TRUE,FALSE
910,"50h",3.7,116,31.351351,2.3599999,FALSE,TRUE,TRUE,FALSE
1070,"44h",3.7,42,11.35135,3.52,FALSE,TRUE,TRUE,FALSE
1050,"12h",3.7,30,8.1081095,NA,FALSE,TRUE,TRUE,FALSE
1110,"78h",3.21,23,7.1651092,3.5,FALSE,FALSE,TRUE,FALSE
1170,"112h",7.9000001,65,8.2278481,2.72,FALSE,TRUE,TRUE,FALSE
