"sat","tothrs","hsize","hsrank","hsperc","colgpa","athlete","female","white","black","gpaletter"
960,48,5.5,163,29.63636,1.7,"FALSE","TRUE","FALSE","FALSE","C"
890,75,7.6799998,451,58.723961,1.98,"TRUE","TRUE","TRUE","FALSE","C"
1320,16,8.54,3,0.35128811,4,"FALSE","FALSE","TRUE","FALSE","A"
1140,32,1.61,4,2.484472,3.3699999,"FALSE","TRUE","TRUE","FALSE","B"
1000,106,1.52,41,26.97368,1.84,"FALSE","FALSE","TRUE","FALSE","C"
1040,40,1.61,89,55.28,2.1500001,"FALSE","FALSE","TRUE","FALSE","C"
850,11,1.79,153,85.474861,1.8099999,"TRUE","FALSE","TRUE","FALSE","C"
1050,116,6,21,3.5,3.5599999,"FALSE","TRUE","TRUE","FALSE","A"
1140,14,2.7,16,5.9259262,2.0699999,"FALSE","FALSE","TRUE","FALSE","C"
1120,73,4.6300001,42,9.0712748,2.23,"FALSE","TRUE","TRUE","FALSE","C"
1060,126,1.52,21,13.81579,3.1099999,"FALSE","TRUE","TRUE","FALSE","B"
1090,18,6.6100001,159,24.054461,2.72,"FALSE","FALSE","TRUE","FALSE","B"
1080,70,0.40000001,21,52.5,2.1099999,"FALSE","FALSE","TRUE","FALSE","C"
1070,48,5.1199999,70,13.67188,2.75,"FALSE","TRUE","TRUE","FALSE","B"
1130,18,5.8400002,100,17.123289,3.1600001,"FALSE","FALSE","TRUE","FALSE","B"
1410,49,3.6099999,19,5.2631578,3.6900001,"FALSE","FALSE","TRUE","FALSE","A"
1000,11,3.9300001,73,18.57506,2.45,"FALSE","FALSE","TRUE","FALSE","C"
1130,44,3.6099999,28,7.7562332,3.72,"FALSE","FALSE","TRUE","FALSE","A"
1130,42,3.6099999,60,16.62,2.02,"FALSE","TRUE","TRUE","FALSE","C"
1120,58,3.53,29,8.2152977,3.1300001,"FALSE","TRUE","TRUE","FALSE","B"
1180,17,2.75,4,1.454545,2.76,"FALSE","FALSE","TRUE","FALSE","B"
1020,78,5.8000002,22,3.793103,2.8699999,"FALSE","TRUE","TRUE","FALSE","B"
810,16,6.4699998,69,10.66461,2.4300001,"FALSE","TRUE","TRUE","FALSE","C"
940,15,2.3399999,14,5.9829059,3.0599999,"FALSE","TRUE","TRUE","FALSE","B"
880,16,3.21,51,15.88785,2.75,"FALSE","TRUE","TRUE","FALSE","B"
910,52,3.8599999,190,49.222801,2.46,"TRUE","FALSE","FALSE","TRUE","C"
1490,106,4,1,0.25,4,"FALSE","TRUE","TRUE","FALSE","A"
1040,54,4.3499999,35,8.0459766,3.01,"FALSE","FALSE","TRUE","FALSE","B"
1220,55,4.3499999,93,21.379311,3.3,"FALSE","FALSE","TRUE","FALSE","B"
1140,47,1.59,4,2.515723,3.4200001,"FALSE","TRUE","TRUE","FALSE","B"
1170,16,5.6100001,89,15.86453,3.4300001,"FALSE","FALSE","TRUE","FALSE","B"
910,15,5.6300001,328,58.259331,0.60000002,"TRUE","FALSE","TRUE","FALSE","D"
1290,45,5.21,19,3.6468329,3.71,"FALSE","FALSE","TRUE","FALSE","A"
1340,78,4.9899998,4,0.8016032,3.3800001,"FALSE","FALSE","TRUE","FALSE","B"
1110,127,3.4400001,99,28.77907,2.6199999,"FALSE","FALSE","TRUE","FALSE","B"
1040,81,3.2,20,6.25,3.49,"FALSE","FALSE","TRUE","FALSE","B"
1070,13,0.37,11,29.729731,2.53,"FALSE","FALSE","TRUE","FALSE","B"
1200,18,3.25,7,2.153846,3.77,"FALSE","FALSE","TRUE","FALSE","A"
950,90,3.4000001,46,13.52941,2.6500001,"FALSE","FALSE","TRUE","FALSE","B"
1110,46,0.039999999,2,50,2.6700001,"TRUE","TRUE","TRUE","FALSE","B"
970,40,4.54,140,30.837,2.3499999,"FALSE","FALSE","TRUE","FALSE","C"
1090,83,3.6400001,33,9.0659342,2.6700001,"FALSE","TRUE","TRUE","FALSE","B"
960,35,3.71,110,29.649599,2.05,"FALSE","TRUE","TRUE","FALSE","C"
980,41,0.1,6,60,2.3099999,"FALSE","TRUE","TRUE","FALSE","C"
1070,14,3.6199999,61,16.85083,2.9200001,"FALSE","FALSE","TRUE","FALSE","B"
1040,17,1.27,7,5.5118108,2.9400001,"FALSE","FALSE","TRUE","FALSE","B"
1170,73,4.6999998,127,27.02128,3.28,"TRUE","FALSE","TRUE","FALSE","B"
1010,18,4.6700001,116,24.839399,2.72,"FALSE","FALSE","TRUE","FALSE","B"
1110,15,3.96,46,11.61616,2.9300001,"FALSE","TRUE","TRUE","FALSE","B"
890,15,3.96,100,25.252529,2.2,"FALSE","TRUE","TRUE","FALSE","C"
950,97,6.5,75,11.53846,2.4200001,"FALSE","FALSE","TRUE","FALSE","C"
780,14,6.54,81,12.38532,2.8499999,"TRUE","TRUE","FALSE","FALSE","B"
1230,97,3.3900001,13,3.8348081,2.1600001,"FALSE","TRUE","TRUE","FALSE","C"
1160,18,1.9400001,4,2.061856,3.55,"FALSE","TRUE","TRUE","FALSE","A"
1020,41,2.52,56,22.222219,2.46,"FALSE","TRUE","TRUE","FALSE","C"
1200,84,0.1,3,30,2.26,"FALSE","FALSE","TRUE","FALSE","C"
1230,46,2.6800001,6,2.238806,3.47,"FALSE","FALSE","TRUE","FALSE","B"
1110,129,0.1,4,40,2.2,"FALSE","TRUE","TRUE","FALSE","C"
1250,38,1.15,11,9.565217,2.3399999,"FALSE","FALSE","TRUE","FALSE","C"
980,32,1.15,55,47.826092,2.1800001,"FALSE","FALSE","TRUE","FALSE","C"
1100,80,0.94,44,46.80851,3.0999999,"FALSE","FALSE","TRUE","FALSE","B"
880,38,2.54,116,45.669289,2,"FALSE","FALSE","TRUE","FALSE","C"
1050,57,3.1600001,8,2.531646,2.9400001,"FALSE","FALSE","TRUE","FALSE","B"
910,117,5,122,24.4,3.03,"FALSE","TRUE","TRUE","FALSE","B"
1140,46,5.9400001,47,7.9124579,3.3199999,"FALSE","TRUE","TRUE","FALSE","B"
990,83,5.6599998,8,1.4134279,3.1400001,"FALSE","FALSE","TRUE","FALSE","B"
1130,42,5.9400001,209,35.185181,2.76,"FALSE","FALSE","TRUE","FALSE","B"
1010,17,6.8000002,252,37.058819,1.29,"FALSE","TRUE","TRUE","FALSE","D"
1030,108,5.4400001,52,9.5588236,3.1099999,"FALSE","TRUE","TRUE","FALSE","B"
1070,50,4.5999999,8,1.73913,2.1199999,"FALSE","TRUE","TRUE","FALSE","C"
900,29,3.1099999,17,5.466238,2.72,"FALSE","TRUE","TRUE","FALSE","B"
1030,125,4.4899998,33,7.3496661,2.8199999,"FALSE","FALSE","TRUE","FALSE","B"
940,45,2.1199999,7,3.301887,3.1099999,"FALSE","TRUE","TRUE","FALSE","B"
1020,13,4.4000001,61,13.86364,2.46,"FALSE","FALSE","TRUE","FALSE","C"
980,76,2.1300001,10,4.6948361,3.01,"FALSE","TRUE","TRUE","FALSE","B"
1060,16,3.9300001,47,11.95929,3.1800001,"FALSE","FALSE","TRUE","FALSE","B"
1160,80,4.0300002,20,4.962779,3.5,"FALSE","FALSE","TRUE","FALSE","A"
1210,17,4.3499999,25,5.7471271,2.7,"FALSE","FALSE","TRUE","FALSE","B"
1050,43,2.5,32,12.8,2.76,"FALSE","TRUE","TRUE","FALSE","B"
1160,17,4.9400001,94,19.028339,2.8800001,"FALSE","FALSE","TRUE","FALSE","B"
850,83,1.73,26,15.0289,3.6099999,"FALSE","TRUE","TRUE","FALSE","A"
950,46,0.61000001,16,26.229509,2.71,"FALSE","TRUE","TRUE","FALSE","B"
940,16,4.2800002,47,10.98131,2.4300001,"FALSE","TRUE","TRUE","FALSE","C"
1040,81,4.0100002,42,10.47382,3.2,"FALSE","TRUE","TRUE","FALSE","B"
1090,114,3.9400001,24,6.0913711,3.02,"FALSE","FALSE","TRUE","FALSE","B"
1210,52,4.48,6,1.339286,4,"FALSE","FALSE","TRUE","FALSE","A"
1100,50,1.24,1,0.80645162,3.2,"FALSE","TRUE","TRUE","FALSE","B"
1180,81,3.21,167,52.024921,1.8200001,"TRUE","FALSE","TRUE","FALSE","C"
750,41,6.1500001,76,12.35772,1.41,"FALSE","FALSE","FALSE","FALSE","D"
1280,80,6.8600001,44,6.4139938,3.76,"FALSE","FALSE","TRUE","FALSE","A"
940,16,0.1,6,60,2.6199999,"FALSE","FALSE","TRUE","FALSE","B"
1010,15,0.79000002,12,15.18987,1.9299999,"FALSE","TRUE","TRUE","FALSE","C"
990,108,1.74,71,40.8046,2.6900001,"FALSE","TRUE","TRUE","FALSE","B"
990,16,3.6099999,86,23.82271,1.5,"FALSE","FALSE","TRUE","FALSE","C"
1010,90,2.74,21,7.6642342,3.1600001,"FALSE","TRUE","TRUE","FALSE","B"
1130,78,2.1500001,20,9.3023252,3.1099999,"FALSE","TRUE","TRUE","FALSE","B"
970,47,2.1300001,15,7.042253,3.29,"FALSE","TRUE","TRUE","FALSE","B"
1050,18,3.72,18,4.8387098,2.9400001,"FALSE","TRUE","TRUE","FALSE","B"
1080,113,0.60000002,12,20,3.3099999,"FALSE","FALSE","TRUE","FALSE","B"
1050,16,4.25,55,12.94118,2.9300001,"FALSE","FALSE","TRUE","FALSE","B"
1000,50,3.8,4,1.052632,3.28,"FALSE","TRUE","TRUE","FALSE","B"
1270,13,6.6300001,20,3.0165911,3.46,"FALSE","FALSE","TRUE","FALSE","B"
1160,18,0.37,17,45.94595,2.27,"FALSE","FALSE","TRUE","FALSE","C"
930,10,3.5999999,123,34.166672,1.5,"FALSE","TRUE","TRUE","FALSE","C"
1010,80,4,57,14.25,2.3099999,"FALSE","FALSE","TRUE","FALSE","C"
1010,16,3.5999999,9,2.5,3.6199999,"FALSE","TRUE","TRUE","FALSE","A"
990,52,4,5,1.25,2.6900001,"FALSE","TRUE","TRUE","FALSE","B"
540,92,5.77,402,69.670708,1.91,"TRUE","FALSE","FALSE","TRUE","C"
1050,45,4.96,104,20.967739,2.53,"FALSE","FALSE","TRUE","FALSE","B"
1150,82,4.5799999,10,2.1834061,3.6199999,"FALSE","TRUE","TRUE","FALSE","A"
1050,81,4.1199999,21,5.0970869,2.9000001,"FALSE","FALSE","TRUE","FALSE","B"
990,15,1.09,23,21.10092,3.1300001,"FALSE","TRUE","TRUE","FALSE","B"
1050,16,4.8800001,56,11.47541,2.8699999,"FALSE","FALSE","TRUE","FALSE","B"
1170,15,3.9300001,84,21.37405,2.26,"FALSE","FALSE","TRUE","FALSE","C"
930,43,6.04,27,4.4701991,3.48,"TRUE","TRUE","TRUE","FALSE","B"
1000,18,4.4699998,80,17.897091,2.4400001,"FALSE","FALSE","TRUE","FALSE","C"
1020,17,3.3,12,3.636364,3.1700001,"FALSE","TRUE","TRUE","FALSE","B"
1160,87,3.5,10,2.8571429,3.0799999,"FALSE","TRUE","TRUE","FALSE","B"
1130,18,4.6700001,6,1.284797,3.3800001,"FALSE","TRUE","TRUE","FALSE","B"
900,80,3.5999999,7,1.9444439,3.0599999,"FALSE","TRUE","TRUE","FALSE","B"
870,78,3.5999999,11,3.0555561,2.75,"FALSE","TRUE","TRUE","FALSE","B"
970,114,1.11,14,12.61261,3.0599999,"FALSE","FALSE","FALSE","FALSE","B"
1090,63,1.28,30,23.4375,2.5999999,"FALSE","FALSE","TRUE","FALSE","B"
1040,39,5.4000001,36,6.666667,3.1700001,"FALSE","TRUE","TRUE","FALSE","B"
